Series_Title,Released_Year,IMDB_Rating,Genre,Overview,Actors
Chinatown,1974,7.9,"Crime, Drama, Mystery, Thriller","Private eye Jake Gittes lives off of the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together.","Jack Nicholson, J.J. 'Jake' Gittes, Faye Dunaway, Evelyn Cross Mulwray, John Huston, Noah Cross, Perry Lopez, Lieutenant Lou Escobar, John Hillerman, Russ Yelburton, Diane Ladd, Ida Sessions, Roman Polanski, Man with Knife, Roy Jenson, Claude Mulvihill, Richard Bakalyan, Detective Loach"
Night of the Living Dead,1968,7.6,"Horror, Thriller","A disparate group of individuals takes refuge in an abandoned house when corpses begin to leave the graveyard in search of fresh human bodies to devour. The pragmatic Ben does his best to control the situation, but when the murderous zombies surround the house, the other survivors begin to panic.","Judith O'Dea, Barbra, Duane Jones, Ben, Marilyn Eastman, Helen Cooper, Karl Hardman, Harry Cooper, Judith Ridley, Judy, Keith Wayne, Tom, Kyra Schon, Karen Cooper / Corpse in House, Charles Craig, TV Newscaster / Zombie, S. William Hinzman, Zombie (as Bill Heinzman)"
Night of the Living Dead,1968,7.6,"Horror, Thriller","A disparate group of individuals takes refuge in an abandoned house when corpses begin to leave the graveyard in search of fresh human bodies to devour. The pragmatic Ben does his best to control the situation, but when the murderous zombies surround the house, the other survivors begin to panic.","Judith O'Dea, Barbra, Duane Jones, Ben, Marilyn Eastman, Helen Cooper, Karl Hardman, Harry Cooper, Judith Ridley, Judy, Keith Wayne, Tom, Kyra Schon, Karen Cooper / Corpse in House, Charles Craig, TV Newscaster / Zombie, S. William Hinzman, Zombie (as Bill Heinzman)"
Halloween,2007,6.2,Horror,"After being committed for 17 years, Michael Myers, now a grown man and still very dangerous, escapes from the mental institution (where he was committed as a 10 year old) and he immediately returns to Haddonfield, where he wants to find his baby sister, Laurie. Anyone who crosses his path is in mortal danger.","Scout Taylor-Compton, Laurie Strode, Tyler Mane, Michael Myers, Malcolm McDowell, Dr. Samuel Loomis, Daeg Faerch, Michael Myers, Age 10, Sheri Moon Zombie, Deborah Myers, Danielle Harris, Annie Brackett, Brad Dourif, Sheriff Leigh Brackett, William Forsythe, Ronnie White, Kristina Klebe, Lynda van der Klok"
Halloween,2007,6.2,Horror,"After being committed for 17 years, Michael Myers, now a grown man and still very dangerous, escapes from the mental institution (where he was committed as a 10 year old) and he immediately returns to Haddonfield, where he wants to find his baby sister, Laurie. Anyone who crosses his path is in mortal danger.","Scout Taylor-Compton, Laurie Strode, Tyler Mane, Michael Myers, Malcolm McDowell, Dr. Samuel Loomis, Daeg Faerch, Michael Myers, Age 10, Sheri Moon Zombie, Deborah Myers, Danielle Harris, Annie Brackett, Brad Dourif, Sheriff Leigh Brackett, William Forsythe, Ronnie White, Kristina Klebe, Lynda van der Klok"
Halloween,2007,6.2,Horror,"After being committed for 17 years, Michael Myers, now a grown man and still very dangerous, escapes from the mental institution (where he was committed as a 10 year old) and he immediately returns to Haddonfield, where he wants to find his baby sister, Laurie. Anyone who crosses his path is in mortal danger.","Scout Taylor-Compton, Laurie Strode, Tyler Mane, Michael Myers, Malcolm McDowell, Dr. Samuel Loomis, Daeg Faerch, Michael Myers, Age 10, Sheri Moon Zombie, Deborah Myers, Danielle Harris, Annie Brackett, Brad Dourif, Sheriff Leigh Brackett, William Forsythe, Ronnie White, Kristina Klebe, Lynda van der Klok"
The Warriors,1979,7.7,"Action, Thriller","Prominent gang leader Cyrus calls a meeting of New York's gangs to set aside their turf wars and take over the city. At the meeting, a rival leader kills Cyrus, but a Coney Island gang called the Warriors is wrongly blamed for Cyrus' death. Before you know it, the cops and every gangbanger in town is hot on the Warriors' trail.","Michael Beck, Swan, James Remar, Ajax, David Patrick Kelly, Luther, Dorsey Wright, Cleon, David Harris, Cochise, Deborah Van Valkenburgh, Mercy, Brian Tyler, Snow, Steve James, Baseball Fury, Tom McKitterick, Cowboy"
Breakfast at Tiffany's,1962,7.7,"Comedy, Romance","Holly Golightly is an eccentric New York City playgirl determined to marry a Brazilian millionaire. But when young writer Paul Varjak moves into her apartment building, her past threatens to get in their way.","Audrey Hepburn, Holly Golightly, George Peppard, Paul 'Fred' Varjak, Patricia Neal, Mrs. Emily Eustace '2E' Failenson, Buddy Ebsen, Doc Golightly, Martin Balsam, O.J. Berman, José Luis de Vilallonga, José da Silva Pereira, John McGiver, Tiffany's Salesman, Alan Reed, Sally Tomato, Dorothy Whitney, Mag Wildwood"
Atonement,2007,7.7,"Drama, Romance","As a 13-year-old, fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.","Keira Knightley, Cecilia Tallis, James McAvoy, Robbie Turner, Romola Garai, Briony Tallis (Age 18), Saoirse Ronan, Briony Tallis (Age 13), Brenda Blethyn, Grace Turner, Vanessa Redgrave, Briony Tallis (Age 77), Juno Temple, Lola Quincey, Benedict Cumberbatch, Paul Marshall, Harriet Walter, Emily Tallis"
The Shop Around the Corner,1940,8.3,"Comedy, Drama, Romance","Two employees at a gift shop can barely stand one another, without realising that they are falling in love through the post as each other's anonymous pen pal.","Margaret Sullavan, Klara Novak, James Stewart, Alfred Kralik, Frank Morgan, Hugo Matuschek, Joseph Schildkraut, Ferencz Vadas, Sara Haden, Flora, Felix Bressart, Pirovitch, William Tracy, Pepi Katona, Inez Courtney, Ilona, Sarah Edwards, Woman Customer"
Cool Hand Luke,1968,7.7,"Crime, Drama","When petty criminal Luke Jackson is sentenced to two years in a Florida prison farm, he doesn't play by the rules of either the sadistic warden or the yard's resident heavy, Dragline, who ends up admiring the new guy's unbreakable will. Luke's bravado, even in the face of repeated stints in the prison's dreaded solitary confinement cell, ""the box,"" make him a rebel hero to his fellow convicts and a thorn in the side of the prison officers.","Paul Newman, Luke Jackson, George Kennedy, Dragline, Luke Askew, Boss Paul, Morgan Woodward, Boss Godfrey, Harry Dean Stanton, Tramp, Dennis Hopper, Babalugats, Lou Antonio, Koko, Robert Drivas, Loudmouth Steve, Strother Martin, Captain"
Gran Torino,2009,8.0,Drama,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.","Clint Eastwood, Walt Kowalski, Christopher Carley, Father Janovich, Bee Vang, Tao Vang Lor, Ahney Her, Sue Lor, Brian Haley, Mitch Kowalski, Geraldine Hughes, Karen Kowalski, Dreama Walker, Ashley Kowalski, Brian Howe, Steve Kowalski, John Carroll Lynch, Barber Martin"
Notorious,2009,6.9,"Music, Drama, History","""Notorious"" is the story of Christopher Wallace. Through raw talent and sheer determination, Wallace transforms himself from Brooklyn street hustler (once selling crack to pregnant women) to one of the greatest rappers of all time: The Notorious B.I.G. Follow his meteoric rise to fame and his refusal to succumb to expectations - redefining our notion of ""The American Dream.""","Jamal Woolard, Christopher 'Biggie' Wallace, Derek Luke, Sean 'Puffy' Combs, Naturi Naughton, Lil' Kim, Anthony Mackie, Tupac ""2Pac"" Shakur, Antonique Smith, Faith Evans, Angela Bassett, Voletta Wallace, Marc John Jefferies, Lil Cease, Sean Ringgold, Suge Knight, C.J. Wallace, Biggie (age 8-13)"
Notorious,2009,6.9,"Music, Drama, History","""Notorious"" is the story of Christopher Wallace. Through raw talent and sheer determination, Wallace transforms himself from Brooklyn street hustler (once selling crack to pregnant women) to one of the greatest rappers of all time: The Notorious B.I.G. Follow his meteoric rise to fame and his refusal to succumb to expectations - redefining our notion of ""The American Dream.""","Jamal Woolard, Christopher 'Biggie' Wallace, Derek Luke, Sean 'Puffy' Combs, Naturi Naughton, Lil' Kim, Anthony Mackie, Tupac ""2Pac"" Shakur, Antonique Smith, Faith Evans, Angela Bassett, Voletta Wallace, Marc John Jefferies, Lil Cease, Sean Ringgold, Suge Knight, C.J. Wallace, Biggie (age 8-13)"
Scent of a Woman,1993,7.8,Drama,"Charlie Simms is a student at a private preparatory school who comes from a poor family. To earn the money for his flight home to Gresham, Oregon for Christmas, Charlie takes a job over Thanksgiving looking after retired U.S. Army officer Lieutenant Colonel Frank Slade, a cantankerous middle-aged man who lives with his niece and her family.","Chris O'Donnell, Charlie Simms, Al Pacino, Lieutenant Colonel Frank Slade, James Rebhorn, Mr. Trask, Gabrielle Anwar, Donna, Philip Seymour Hoffman, George Willis, Jr., Bradley Whitford, Randy, Richard Venture, W.R. Slade, June Squibb, Mrs. Hunsaker, Frances Conroy, Christine Downes"
Isle of Dogs,2018,7.9,"Adventure, Comedy, Animation","In the future, an outbreak of canine flu leads the mayor of a Japanese city to banish all dogs to an island that's a garbage dump. The outcasts must soon embark on an epic journey when a 12-year-old boy arrives on the island to find his beloved pet.","Bryan Cranston, Chief (voice), Koyu Rankin, Atari Kobayashi (voice), Bob Balaban, King (voice), Edward Norton, Rex (voice), Bill Murray, Boss (voice), Jeff Goldblum, Duke (voice), Kunichi Nomura, Mayor Kobayashi (voice), Fisher Stevens, Scrap (voice), Akira Takayama, Major Domo (voice)"
All Quiet on the Western Front,1930,7.8,"Drama, War","A young soldier faces profound disillusionment in the soul-destroying horror of World War I. Together with several other young German soldiers, he experiences the horrors of war, such evil of which he had not conceived of when signing up to fight. They eventually become sad, tormented, and confused of their purpose.","Louis Wolheim, Stanislas 'Kat' Katczinsky, Lew Ayres, Paul Bäumer, John Wray, Himmelstoss, Arnold Lucy, Kantorek, Ben Alexander, Franz Kemmerich, Scott Kolk, Leer, Owen Davis Jr., Peter, Walter Rogers, Behn, William Bakewell, Albert Kropp"
Raging Bull,1981,8.0,"Drama, History","The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.","Robert De Niro, Jake LaMotta, Joe Pesci, Joey, Cathy Moriarty, Vickie, Frank Vincent, Salvy Batts, Nicholas Colasanto, Tommy Como, Mario Gallo, Mario, Bernie Allen, Comedian, Joseph Bono, Guido, Lori Anne Flax, Irma"
Eastern Promises,2007,7.4,"Thriller, Crime, Mystery","A Russian teenager, living in London, dies during childbirth but leaves clues to a midwife in her journal, that could tie her child to a rape involving a violent Russian mob family.","Viggo Mortensen, Nikolai Luzhin, Naomi Watts, Anna Ivanovna Khitrova, Vincent Cassel, Kirill, Armin Mueller-Stahl, Semyon, Sinéad Cusack, Helen, Donald Sumpter, Yuri, Jerzy Skolimowski, Stepan, Josef Altin, Ekrem, Mina E. Mina, Azim"
The Last of the Mohicans,1993,7.4,"Action, Adventure, Drama, History, Romance, War","In war-torn colonial America, in the midst of a bloody battle between British, the French and Native American allies, the aristocratic daughter of a British Colonel and her party are captured by a group of Huron warriors. Fortunately, a group of three Mohican trappers comes to their rescue.","Daniel Day-Lewis, Hawkeye, Madeleine Stowe, Cora, Jodhi May, Alice, Russell Means, Chingachgook, Wes Studi, Magua, Eric Schweig, Uncas, Steven Waddington, Heyward, Maurice Roëves, Colonel Munro, Patrice Chéreau, General Montcalm"
Seven Pounds,2009,7.6,Drama,An IRS agent with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,"Will Smith, Ben, Rosario Dawson, Emily, Woody Harrelson, Ezra Turner, Michael Ealy, Ben's Brother, Barry Pepper, Dan, Elpidia Carrillo, Connie, Robinne Lee, Sarah, Bill Smitrovich, George Ristuccia, Joe Nuñez, Larry"
Papillon,2018,7.3,Drama,"Henri “Papillon” Charrière, a safecracker from the Parisian underworld, is wrongfully convicted and sentenced to life imprisonment in the penal colony of French Guiana, where he forges a strong friendship with Louis Dega, a counterfeiter who needs his protection.","Charlie Hunnam, Henri 'Papillon' Charrière, Rami Malek, Louis Dega, Christopher Fairbank, Jean Castili, Eve Hewson, Nennete, Michael Socha, Julot, Brian Vernel, Guittou, Nicholas Asbury, Commandant, Louisa Pili, Clara, Antonio de la Cruz, Tribouillard"
Dark City,1998,7.3,"Mystery, Science Fiction","A man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans.","Rufus Sewell, John Murdoch, William Hurt, Inspector Frank Bumstead, Kiefer Sutherland, Dr. Daniel P. Schreber, Jennifer Connelly, Emma Murdoch, Richard O'Brien, Mr. Hand, Ian Richardson, Mr. Book, Bruce Spence, Mr. Wall, Colin Friels, Det. Eddie Walenski, John Bluthal, Karl Harris"
Captain Phillips,2013,7.6,"Action, Drama, Thriller","The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the US-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.","Tom Hanks, Captain Richard Phillips, Catherine Keener, Andrea Phillips, Barkhad Abdi, Muse, Barkhad Abdirahman, Bilal, Faysal  Ahmed, Najee, Mahat M. Ali, Elmi, Michael Chernus, Shane Murphy, David Warshofsky, Mike Perry, Corey Johnson, Ken Quinn"
The Sound of Music,1965,7.7,"Drama, Family, Music, Romance","In the years before the Second World War, a tomboyish postulant at an Austrian abbey is hired as a governess in the home of a widowed naval captain with seven children, and brings a new love of life and music into the home.","Julie Andrews, Fräulein Maria, Christopher Plummer, Captain Georg von Trapp, Eleanor Parker, Baroness Elsa von Schraeder, Richard Haydn, Max Detweiler, Peggy Wood, Mother Abbess, Charmian Carr, Liesl von Trapp, Heather Menzies, Louisa von Trapp, Nicholas Hammond, Friedrich von Trapp, Duane Chase, Kurt von Trapp"
Rio Bravo,1959,7.9,Western,"The sheriff of a small town in southwest Texas must keep custody of a murderer whose brother, a powerful rancher, is trying to help him escape. After a friend is killed trying to muster support for him, he and his deputies must find a way to hold out against the rancher's hired guns until the marshal arrives. In the meantime, matters are complicated by the presence of a young gunslinger - and a mysterious beauty who just came in on the last stagecoach.","John Wayne, John Chance, Dean Martin, Dude, Ricky Nelson, Colorado Ryan, Angie Dickinson, Feathers, Walter Brennan, Stumpy, Ward Bond, Pat Wheeler, John Russell, Nathan Burdette, Pedro Gonzalez Gonzalez, Carlos Robante, Estelita Rodriguez, Consuela Robante"
Singin' in the Rain,1952,8.2,"Comedy, Music, Romance, Drama","In 1927 Hollywood, a silent film production company and cast make a difficult transition to sound.","Gene Kelly, Don Lockwood, Donald O'Connor, Cosmo Brown, Debbie Reynolds, Kathy Selden, Jean Hagen, Lina Lamont, Millard Mitchell, R.F. Simpson, Cyd Charisse, Dancer, Douglas Fowley, Roscoe Dexter, Rita Moreno, Zelda Zanders, Mae Clarke, Hairdresser (uncredited)"
The Deer Hunter,1979,8.0,"Drama, War","A group of working-class friends decide to enlist in the Army during the Vietnam War and finds it to be hellish chaos -- not the noble venture they imagined. Before they left, Steven married his pregnant girlfriend -- and Michael and Nick were in love with the same woman. But all three are different men upon their return.","Robert De Niro, Michael Vronsky, Christopher Walken, Nikanor ""Nick"" Chevotarevich, John Cazale, Stan, John Savage, Steven Pushkov, Meryl Streep, Linda, George Dzundza, John, Rutanya Alda, Angela, Pierre Segui, Julien, Amy Wright, Bridesmaid"
Malcolm X,1993,7.5,"Drama, History","A tribute to the controversial black activist and leader of the struggle for black liberation. He hit bottom during his imprisonment in the '50s, he became a Black Muslim and then a leader in the Nation of Islam. His assassination in 1965 left a legacy of self-determination and racial pride.","Denzel Washington, Malcolm X, Angela Bassett, Betty Shabazz, Albert Hall, Baines, Al Freeman Jr., Elijah Muhammad, Delroy Lindo, West Indian Archie, Spike Lee, Shorty, Theresa Randle, Laura, Kate Vernon, Sophia, Lonette McKee, Louise Little"
Billy Elliot,2000,7.6,"Drama, Comedy, Music",County Durham England 1984 the miners strike has started and the police have started coming up from Bethnal Green starting a class war with the lower classes suffering caught in the middle of the conflict is 11-year old Billy Elliot who after leaving his boxing club for the day stubbles upon a ballet class and finds out that he's naturally talented. He practices with his teacher Mrs Wilkinson for an upcoming audition in Newcastle-upon Tyne the audition is for the royal Ballet school in London.,"Jamie Bell, Billy Elliot, Gary Lewis, Jackie Elliot, Julie Walters, Mrs Wilkinson, Jean Heywood, Grandma, Jamie Draven, Tony Elliot, Stuart Wells, Michael Caffrey, Mike Elliot, George Watson, Billy Fane, Mr Braithwaite, Nicola Blackwell, Debbie Wilkinson"
In Bruges,2008,7.5,"Comedy, Drama, Crime","Ray and Ken, two hit men, are in Bruges, Belgium, waiting for their next mission. While they are there they have time to think and discuss their previous assignment. When the mission is revealed to Ken, it is not what he expected.","Colin Farrell, Ray, Brendan Gleeson, Ken Daley, Ralph Fiennes, Harry Waters, Clémence Poésy, Chloë Villette, Thekla Reuten, Marie, Jordan Prentice, Jimmy, Elizabeth Berrington, Natalie Waters, Jérémie Renier, Eirik, Mark Donovan, Overweight Man"
The Maltese Falcon,1943,7.8,"Mystery, Crime, Thriller","A private detective takes on a case that involves him with three eccentric criminals, a beautiful liar, and their quest for a priceless statuette.","Humphrey Bogart, Samuel Spade, Mary Astor, Brigid O'Shaughnessy, Peter Lorre, Joel Cairo, Sydney Greenstreet, Kasper Gutman, Lee Patrick, Effie Perine, Gladys George, Iva Archer, Elisha Cook Jr., Wilmer Cook, Barton MacLane, Lt. of Detectives Dundy, Ward Bond, Det. Tom Polhaus"
Hell or High Water,2016,7.3,"Western, Crime, Drama, Thriller",A divorced dad and his ex-con brother resort to a desperate scheme in order to save their family's farm in West Texas.,"Jeff Bridges, Marcus Hamilton, Chris Pine, Toby Howard, Ben Foster, Tanner Howard, Gil Birmingham, Alberto Parker, Marin Ireland, Debbie Howard, Kevin Rankin, Billy Rayburn, Dale Dickey, Elsie, William Sterchi, Mr. Clauson, Kristen Berg, Olney Teller"
Naked,2017,5.7,Comedy,"Following a wild night out with his Best Man, Rob Anderson wakes up to find himself naked in an elevator on the morning of his wedding day and is forced to relive the morning over and over again.","Marlon Wayans, Rob Anderson, Regina Hall, Megan Swope, Dennis Haysbert, Reginald Swope, Loretta Devine, Carol, Neil Brown Jr., Officer Rick Mcbride, Jwaundace Candece, Shaundra, Eliza Coupe, Vicky, J.T. Jackson, Benny, Brian McKnight, Himself"
Match Point,2006,7.4,"Drama, Thriller, Crime, Romance","Chris, a former tennis player, looks for work as an instructor. He meets Tom Hewett, a wealthy young man whose sister Chloe fall in love with Chris. But Chris has his eye on Tom's fiancee Nola.","Jonathan Rhys Meyers, Chris Wilton, Scarlett Johansson, Nola Rice, Emily Mortimer, Chloe Hewett Wilton, Brian Cox, Alec Hewett, Penelope Wilton, Eleanor Hewett, James Nesbitt, Detective Banner, Ewen Bremner, Inspector Dowd, Miranda Raison, Heather, Margaret Tyzack, Mrs. Eastby"
Funny Games,2008,6.6,"Drama, Horror, Thriller","When Ann, husband George, and son Georgie arrive at their holiday home they are visited by a pair of polite and seemingly pleasant young men. Armed with deceptively sweet smiles and some golf clubs, they proceed to terrorize and torture the tight-knit clan, giving them until the next day to survive.","Naomi Watts, Ann Farber, Tim Roth, George Farber, Michael Pitt, Paul, Brady Corbet, Peter, Devon Gearhart, Georgie Farber, Boyd Gaines, Fred, Siobhan Fallon Hogan, Betsy Thompson, Robert LuPone, Robert Thompson, Susi Haneke, Betsy's Sister-in-Law"
Saw,2003,7.0,"Crime, Horror, Thriller","David, an orderly at a hospital, tells his horrific story of being kidnapped and forced to play a vile game of survival.","Leigh Whannell, David, Paul Moder, Cop, Katrina Mathers, Nurse, Dean Francis, Body"
The Princess Bride,1988,7.7,"Adventure, Family, Fantasy, Comedy, Romance","In this enchantingly cracked fairy tale, the beautiful Princess Buttercup and the dashing Westley must overcome staggering odds to find happiness amid six-fingered swordsmen, murderous princes, Sicilians and rodents of unusual size. But even death can't stop these true lovebirds from triumphing.","Cary Elwes, Westley, Robin Wright, The Princess Bride, Mandy Patinkin, Inigo Montoya, Chris Sarandon, Prince Humperdinck, André Roussimoff, Fezzik, Christopher Guest, Count Tyrone Rugen, Wallace Shawn, Vizzini, Peter Falk, The Grandfather / Narrator, Fred Savage, The Grandson"
King Kong,1976,6.2,"Adventure, Fantasy","In this remake of the 1933 classic, an oil company expedition disturbs the peace of a giant ape and brings him back to New York to exploit him.","Jeff Bridges, Jack F. Prescott, Jessica Lange, Dwan, Charles Grodin, Fred S. Wilson, John Randolph, Captain Ross, René Auberjonois, Roy Bagley, Julius Harris, Boan, Jack O'Halloran, Joe Perko, Ed Lauter, Carnahan, John Agar, City Official"
King Kong,1976,6.2,"Adventure, Fantasy","In this remake of the 1933 classic, an oil company expedition disturbs the peace of a giant ape and brings him back to New York to exploit him.","Jeff Bridges, Jack F. Prescott, Jessica Lange, Dwan, Charles Grodin, Fred S. Wilson, John Randolph, Captain Ross, René Auberjonois, Roy Bagley, Julius Harris, Boan, Jack O'Halloran, Joe Perko, Ed Lauter, Carnahan, John Agar, City Official"
King Kong,1976,6.2,"Adventure, Fantasy","In this remake of the 1933 classic, an oil company expedition disturbs the peace of a giant ape and brings him back to New York to exploit him.","Jeff Bridges, Jack F. Prescott, Jessica Lange, Dwan, Charles Grodin, Fred S. Wilson, John Randolph, Captain Ross, René Auberjonois, Roy Bagley, Julius Harris, Boan, Jack O'Halloran, Joe Perko, Ed Lauter, Carnahan, John Agar, City Official"
The Girl with the Dragon Tattoo,2012,7.4,"Thriller, Crime, Mystery","This English-language adaptation of the Swedish novel by Stieg Larsson follows a disgraced journalist, Mikael Blomkvist, as he investigates the disappearance of a weary patriarch's niece from 40 years ago. He is aided by the pierced, tattooed, punk computer hacker named Lisbeth Salander. As they work together in the investigation, Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined.","Daniel Craig, Mikael Blomkvist, Rooney Mara, Lisbeth Salander, Christopher Plummer, Henrik Vanger, Stellan Skarsgård, Martin Vanger, Robin Wright, Erika Berger, Yorick van Wageningen, Nils Bjurman, Steven Berkoff, Dirch Frode, Joely Richardson, Anita Vanger, Geraldine James, Cecilia Vanger"
Room,2016,8.0,"Drama, Thriller","Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.","Brie Larson, Joy ""Ma"" Newsome, Jacob Tremblay, Jack Newsome, Joan Allen, Nancy Newsome, William H. Macy, Robert Newsome, Sean Bridgers, Old Nick, Tom McCamus, Leo, Amanda Brugel, Officer Parker, Joe Pingue, Officer Grabowski, Cas Anvar, Dr. Mittal"
The Great Escape,1963,7.9,"Adventure, Drama, History, Thriller, War","The Nazis, exasperated at the number of escapes from their prison camps by a relatively small number of Allied prisoners, relocate them to a high-security 'escape-proof' camp to sit out the remainder of the war. Undaunted, the prisoners plan one of the most ambitious escape attempts of World War II. Based on a true story.","Steve McQueen, Hilts 'The Cooler King', James Garner, Hendley 'The Scrounger', Richard Attenborough, Bartlett 'Big X', James Donald, Ramsey 'The SBO', Charles Bronson, Danny 'Tunnel King', Donald Pleasence, Blythe 'The Forger', James Coburn, Sedgwick 'Manufacturer', Hannes Messemer, Von Luger 'The Kommandant', David McCallum, Ashley-Pitt 'Dispersal'"
Carlito's Way,1994,7.8,"Crime, Thriller, Drama, Romance","A Puerto-Rican ex-con, just released from prison, pledges to stay away from drugs and violence despite the pressure around him, and lead a better life outside NYC.","Al Pacino, Carlito Brigante, Sean Penn, David Kleinfeld, Penelope Ann Miller, Gail, John Leguizamo, Benny Blanco, Ingrid Rogers, Steffie, Luis Guzmán, Pachanga, James Rebhorn, Norwalk, Joseph Siravo, Vincent Taglialucci, Viggo Mortensen, Lalin"
Spotlight,2016,7.8,"Drama, History","The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.","Mark Ruffalo, Michael Rezendes, Michael Keaton, Walter 'Robby' Robinson, Rachel McAdams, Sacha Pfeiffer, Liev Schreiber, Marty Baron, John Slattery, Ben Bradlee Jr., Stanley Tucci, Mitchell Garabedian, Brian d'Arcy James, Matt Carroll, Gene Amoroso, Steve Kurkjian, Billy Crudup, Eric Macleish"
Midnight in Paris,2011,7.5,"Fantasy, Comedy, Romance",A romantic comedy about a family traveling to the French capital for business. The party includes a young engaged couple forced to confront the illusion that a life different from their own is better.,"Owen Wilson, Gil, Rachel McAdams, Inez, Kurt Fuller, John, Mimi Kennedy, Helen, Michael Sheen, Paul, Nina Arianda, Carol, Marion Cotillard, Adriana, Léa Seydoux, Gabrielle, Carla Bruni, Museum Guide"
Philadelphia,1994,7.7,Drama,Two competing lawyers join forces to sue a prestigious law firm for AIDS discrimination. As their unlikely friendship develops their courage overcomes the prejudice and corruption of their powerful adversaries.,"Tom Hanks, Andrew Beckett, Denzel Washington, Joe Miller, Jason Robards, Charles Wheeler, Mary Steenburgen, Belinda Conine, Antonio Banderas, Miguel Alvarez, Ron Vawter, Bob Seidman, Robert Ridgely, Walter Kenton, Charles Napier, Judge Garnett, Lisa Summerour, Lisa Miller"
Citizen Kane,1942,8.0,"Mystery, Drama","Newspaper magnate, Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.","Orson Welles, Charles Foster Kane, Joseph Cotten, Jedediah Leland, Dorothy Comingore, Susan Alexander Kane, Ray Collins, Jim W. Gettys, George Coulouris, Walter Parks Thatcher, Agnes Moorehead, Mary Kane, Paul Stewart, Raymond, Ruth Warrick, Emily Norton Kane, Erskine Sanford, Herbert Carter"
The Girl with the Dragon Tattoo,2009,7.5,"Drama, Thriller, Crime, Mystery","Swedish thriller based on Stieg Larsson's novel about a male journalist and a young female hacker. In the opening of the movie, Mikael Blomkvist, a middle-aged publisher for the magazine Millennium, loses a libel case brought by corrupt Swedish industrialist Hans-Erik Wennerström. Nevertheless, he is hired by Henrik Vanger in order to solve a cold case, the disappearance of Vanger's niece","Michael Nyqvist, Mikael Blomkvist, Noomi Rapace, Lisbeth Salander, Lena Endre, Erika Berger, Sven-Bertil Taube, Henrik Vanger, Peter Haber, Martin Vanger, Peter Andersson, Nils Bjurman, Marika Lagercrantz, Cecilia Vanger, Ingvar Hirdwall, Dirch Frode, Björn Granath, Gustav Morell"
Before Sunrise,1995,8.0,"Drama, Romance","A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.","Ethan Hawke, Jesse Wallace, Julie Delpy, Céline, Andrea Eckert, Wife on Train, Hanno Pöschl, Husband on Train, Haymon Maria Buttinger, Bartender, Erni Mangold, Palm Reader, Karl Bruckschwaiger, Guy on Bridge, Tex Rubinowitz, Guy on Bridge, Dominik Castell, Street Poet"
"Three Billboards Outside Ebbing, Missouri",2018,8.1,"Crime, Drama","After seven months have passed without a culprit in her daughter's murder case, Mildred Hayes makes a bold move, painting three signs leading into her town with a controversial message directed at Bill Willoughby, the town's revered chief of police. When his second-in-command Officer Jason Dixon, an immature mother's boy with a penchant for violence, gets involved, the battle between Mildred and Ebbing's law enforcement is only exacerbated.","Frances McDormand, Mildred Hayes, Woody Harrelson, Bill Willoughby, Sam Rockwell, Jason Dixon, Lucas Hedges, Robbie Hayes, Abbie Cornish, Anne Willoughby, Caleb Landry Jones, Red Welby, Peter Dinklage, James, John Hawkes, Charlie Hayes, Samara Weaving, Penelope"
Walk the Line,2006,7.5,"Drama, Music, Romance","A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis and Carl Perkins.","Joaquin Phoenix, John R. Cash, Reese Witherspoon, June Carter, Ginnifer Goodwin, Vivian Cash, Robert Patrick, Ray Cash, Dallas Roberts, Sam Phillips, Dan John Miller, Luther Perkins, Larry Bagby, Marshall Grant, Shelby Lynne, Carrie Cash, Tyler Hilton, Elvis Presley"
